epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,10.1713,1.42964,1.75053,1.41703,0.00436,1,0.31174,0.11708,1.92974,3.43848,2.1496,0.000767233,0.000767233,0.000767233
15,10.8325,1.37244,1.68674,1.36047,0.00436,1,0.19086,0.08612,1.58725,3.39717,1.87736,0.000819016,0.000819016,0.000819016
16,11.4679,1.31663,1.60594,1.32746,1,0.16052,0.24382,0.12465,1.66363,3.3746,1.88652,0.000870205,0.000870205,0.000870205
17,12.1269,1.41328,1.94674,1.51603,0.71691,0.11765,0.18516,0.07904,1.78516,3.50245,2.10386,0.0009208,0.0009208,0.0009208
18,12.7643,1.16598,1.68186,1.2333,0.45625,0.11765,0.17318,0.06246,1.51149,3.25859,2.02192,0.000970801,0.000970801,0.000970801
19,13.4005,1.17819,1.55189,1.26308,0.54844,0.21636,0.33722,0.17212,1.39052,3.03799,1.92611,0.00102021,0.00102021,0.00102021
20,14.0396,1.21512,1.4853,1.23579,0.87296,0.47059,0.65163,0.41061,1.24231,2.67412,1.65431,0.00106902,0.00106902,0.00106902
21,14.6899,1.32518,1.4644,1.32189,0.41809,0.35294,0.59869,0.37007,1.22465,2.69157,1.52836,0.00111724,0.00111724,0.00111724
22,15.3227,1.28582,1.53725,1.2727,0.81522,0.26216,0.50412,0.2651,1.27833,2.75912,1.60391,0.00116486,0.00116486,0.00116486
23,15.9633,1.27334,1.56524,1.31661,0.71248,0.29188,0.52945,0.28177,1.34627,2.84692,1.64438,0.0012119,0.0012119,0.0012119
24,16.6029,1.26274,1.59012,1.37386,0.6334,0.29412,0.55466,0.35917,1.25965,2.90559,1.55571,0.00125833,0.00125833,0.00125833
25,17.2369,1.37813,1.6059,1.34049,0.84183,0.62723,0.79744,0.49615,1.34095,2.62983,1.47759,0.00130418,0.00130418,0.00130418
26,17.892,1.2081,1.56181,1.25719,0.9034,0.55144,0.73599,0.41628,1.55204,2.6263,1.64542,0.00134943,0.00134943,0.00134943
27,18.5255,1.35677,1.47165,1.30685,0.89884,0.52326,0.70435,0.39899,1.47465,2.67879,1.56416,0.00139408,0.00139408,0.00139408
28,19.1674,1.38279,1.4433,1.35638,0.49968,0.52941,0.4764,0.25077,1.5335,2.85819,1.87024,0.00143814,0.00143814,0.00143814
29,19.7912,1.30489,1.49922,1.32458,0.49968,0.52941,0.4764,0.25077,1.5335,2.85819,1.87024,0.00148161,0.00148161,0.00148161
30,20.4295,1.18495,1.57996,1.27319,0.4017,0.23529,0.28389,0.14787,1.54676,2.98601,1.87341,0.00152448,0.00152448,0.00152448
31,21.0671,1.29351,1.53254,1.31621,0.39784,0.52941,0.40986,0.20276,1.5777,2.74184,1.89905,0.00156676,0.00156676,0.00156676
32,21.716,1.19736,1.41866,1.23245,0.35858,0.41176,0.32754,0.19739,1.55454,2.87776,1.87871,0.00160845,0.00160845,0.00160845
33,22.3433,1.20689,1.35806,1.22969,0.35858,0.41176,0.32754,0.19739,1.55454,2.87776,1.87871,0.00164954,0.00164954,0.00164954
34,22.9907,1.17818,1.31562,1.29391,0.37916,0.35294,0.26142,0.14217,1.98604,3.2593,2.34635,0.0016733,0.0016733,0.0016733
35,23.6275,1.19055,1.35818,1.25861,0.47318,0.23529,0.25781,0.15715,1.68838,3.2882,2.04998,0.0016634,0.0016634,0.0016634
36,24.2715,1.3234,1.49591,1.33234,0.62339,0.17647,0.19998,0.10863,2.01049,4.14767,2.43105,0.0016535,0.0016535,0.0016535
37,24.895,1.24952,1.33403,1.23206,0.62339,0.17647,0.19998,0.10863,2.01049,4.14767,2.43105,0.0016436,0.0016436,0.0016436
38,25.5295,1.21432,1.35686,1.3326,0.23477,0.35294,0.14115,0.05886,2.42324,3.36881,2.44294,0.0016337,0.0016337,0.0016337
39,26.1786,1.20069,1.28701,1.25669,0.50301,0.41176,0.36729,0.14589,2.52553,2.77022,2.43498,0.0016238,0.0016238,0.0016238
40,26.8158,1.28184,1.32518,1.28828,0.56353,0.22879,0.26475,0.13164,2.38655,2.76541,2.48744,0.0016139,0.0016139,0.0016139
41,27.437,1.16603,1.27719,1.18179,0.56353,0.22879,0.26475,0.13164,2.38655,2.76541,2.48744,0.001604,0.001604,0.001604
42,28.0902,1.26821,1.31393,1.29275,0.37897,0.17647,0.16637,0.08954,2.87784,3.19186,2.96168,0.0015941,0.0015941,0.0015941
43,28.7333,1.18993,1.23081,1.23696,0.38159,0.23529,0.20487,0.10989,2.73255,2.97831,2.81403,0.0015842,0.0015842,0.0015842
44,29.3737,1.26257,1.36772,1.32053,0.85502,0.70588,0.82011,0.44913,1.57184,1.62636,1.65316,0.0015743,0.0015743,0.0015743
45,30.014,1.1671,1.11776,1.21332,0.85502,0.70588,0.82011,0.44913,1.57184,1.62636,1.65316,0.0015644,0.0015644,0.0015644
46,30.6621,1.18068,1.31003,1.26884,0.88149,1,0.97079,0.54795,1.62392,1.33681,1.94829,0.0015545,0.0015545,0.0015545
47,31.3339,1.19424,1.19681,1.25921,0.88394,0.76471,0.88296,0.50624,1.57297,1.61916,1.75126,0.0015446,0.0015446,0.0015446
48,31.9787,1.11803,1.25905,1.26167,0.79871,0.70056,0.76041,0.44744,1.67173,1.81615,1.82639,0.0015347,0.0015347,0.0015347
49,32.6167,1.10003,1.18748,1.19745,0.79871,0.70056,0.76041,0.44744,1.67173,1.81615,1.82639,0.0015248,0.0015248,0.0015248
50,33.2701,1.17111,1.24582,1.27135,0.46549,0.70588,0.54456,0.29628,2.02637,2.16871,2.36267,0.0015149,0.0015149,0.0015149
51,33.9195,1.30068,1.22077,1.37083,0.66862,0.76471,0.72532,0.38256,1.98952,2.22082,2.35502,0.001505,0.001505,0.001505
52,34.5579,1.14108,1.07357,1.20896,0.83388,0.94118,0.90858,0.48461,1.60146,1.99886,2.36006,0.0014951,0.0014951,0.0014951
53,35.1864,1.21308,1.14253,1.25091,0.83388,0.94118,0.90858,0.48461,1.60146,1.99886,2.36006,0.0014852,0.0014852,0.0014852
54,35.8316,1.16967,1.10199,1.20749,0.8255,0.70588,0.83531,0.45497,1.47542,1.86938,1.85596,0.0014753,0.0014753,0.0014753
55,36.4723,1.1781,1.19664,1.26277,0.89947,0.52662,0.60083,0.34373,1.56641,1.91016,1.89772,0.0014654,0.0014654,0.0014654
56,37.1223,1.16242,1.13278,1.23436,0.68567,0.52941,0.56633,0.34924,1.56335,1.91546,1.86396,0.0014555,0.0014555,0.0014555
57,37.749,1.22991,1.12394,1.32029,0.68567,0.52941,0.56633,0.34924,1.56335,1.91546,1.86396,0.0014456,0.0014456,0.0014456
58,38.3845,1.10967,1.08821,1.21876,0.70633,0.64706,0.68002,0.46121,1.28977,1.66183,1.50938,0.0014357,0.0014357,0.0014357
59,39.0277,1.21385,1.09122,1.255,0.76263,0.64706,0.73654,0.46513,1.29437,1.57118,1.47824,0.0014258,0.0014258,0.0014258
60,39.6688,1.16196,1.06394,1.19392,0.71732,0.70588,0.762,0.41222,1.49817,1.63329,1.70181,0.0014159,0.0014159,0.0014159
61,40.2976,1.11477,1.06144,1.19316,0.71732,0.70588,0.762,0.41222,1.49817,1.63329,1.70181,0.001406,0.001406,0.001406
62,40.9343,1.14459,1.11262,1.19865,0.90982,0.76471,0.88743,0.51523,1.41545,1.39187,1.64998,0.0013961,0.0013961,0.0013961
63,41.5795,1.05167,1.03398,1.21186,0.93108,0.94118,0.97183,0.60072,1.25655,1.05148,1.51998,0.0013862,0.0013862,0.0013862
64,42.2394,1.09114,1.03377,1.12445,0.92701,0.94118,0.97691,0.55363,1.35883,1.10992,1.56987,0.0013763,0.0013763,0.0013763
65,42.8681,1.08983,1.0212,1.15618,0.92701,0.94118,0.97691,0.55363,1.35883,1.10992,1.56987,0.0013664,0.0013664,0.0013664
66,43.5124,1.10181,1.02317,1.18238,0.8389,0.94118,0.97489,0.51488,1.60093,1.33453,1.78142,0.0013565,0.0013565,0.0013565
67,44.1498,1.09488,0.94846,1.16396,0.94439,0.99894,0.98889,0.50866,1.64065,1.25746,1.92173,0.0013466,0.0013466,0.0013466
68,44.7926,1.10094,1.11046,1.20249,0.93088,1,0.98556,0.55342,1.52556,1.10465,1.76262,0.0013367,0.0013367,0.0013367
69,45.4204,1.001,0.87057,1.07384,0.93088,1,0.98556,0.55342,1.52556,1.10465,1.76262,0.0013268,0.0013268,0.0013268
70,46.0602,1.12067,1.14397,1.2643,0.94053,1,0.98889,0.59636,1.42735,0.99373,1.61016,0.0013169,0.0013169,0.0013169
71,46.7011,1.0418,0.96686,1.19526,0.8908,1,0.98621,0.55643,1.56564,0.96563,1.65182,0.001307,0.001307,0.001307
72,47.3396,1.09309,1.00904,1.14256,0.93194,1,0.99222,0.50354,1.73373,0.94259,1.83771,0.0012971,0.0012971,0.0012971
73,47.9653,0.99853,0.97282,1.13266,0.93194,1,0.99222,0.50354,1.73373,0.94259,1.83771,0.0012872,0.0012872,0.0012872
74,48.6002,1.07501,0.9792,1.12517,0.98834,1,0.995,0.534,1.66372,0.91876,1.78659,0.0012773,0.0012773,0.0012773
75,49.2375,1.02561,0.97373,1.18328,0.97164,1,0.995,0.56451,1.49393,0.84762,1.61511,0.0012674,0.0012674,0.0012674
76,49.8847,1.01704,0.92813,1.13956,1,0.99656,0.995,0.58228,1.53436,0.84855,1.658,0.0012575,0.0012575,0.0012575
77,50.5183,1.0845,0.98725,1.20196,1,0.99656,0.995,0.58228,1.53436,0.84855,1.658,0.0012476,0.0012476,0.0012476
78,51.1574,1.04537,0.89423,1.15323,0.93624,1,0.98889,0.54081,1.6258,0.87438,1.71829,0.0012377,0.0012377,0.0012377
79,51.7941,0.99362,0.92317,1.09005,0.94393,0.99067,0.98889,0.51138,1.64194,0.94234,1.70641,0.0012278,0.0012278,0.0012278
80,52.4359,1.10434,1.00263,1.23475,0.89342,0.9868,0.98621,0.53397,1.56055,0.8927,1.63104,0.0012179,0.0012179,0.0012179
81,53.0571,1.11442,1.01318,1.24255,0.89342,0.9868,0.98621,0.53397,1.56055,0.8927,1.63104,0.001208,0.001208,0.001208
82,53.6967,0.97445,0.90202,1.10426,0.88834,0.93621,0.97708,0.5213,1.57741,0.92133,1.61927,0.0011981,0.0011981,0.0011981
83,54.3419,0.97737,0.86834,1.10819,0.93288,0.94118,0.9749,0.52756,1.61008,1.06984,1.72974,0.0011882,0.0011882,0.0011882
84,54.9784,1.00592,0.90281,1.15033,0.99081,0.88235,0.97416,0.53455,1.60829,1.26002,1.7525,0.0011783,0.0011783,0.0011783
85,55.6051,1.0548,0.9354,1.17882,0.99081,0.88235,0.97416,0.53455,1.60829,1.26002,1.7525,0.0011684,0.0011684,0.0011684
86,56.245,1.09319,0.91143,1.20449,0.98345,0.88235,0.97881,0.56823,1.43358,1.08862,1.65027,0.0011585,0.0011585,0.0011585
87,56.8872,1.03758,0.88576,1.14161,1,0.99282,0.995,0.59597,1.39863,0.8021,1.58538,0.0011486,0.0011486,0.0011486
88,57.5309,0.98443,0.82035,1.07793,0.93848,1,0.99222,0.55178,1.5198,0.83309,1.57346,0.0011387,0.0011387,0.0011387
89,58.1551,1.0669,0.98687,1.21367,0.93848,1,0.99222,0.55178,1.5198,0.83309,1.57346,0.0011288,0.0011288,0.0011288
90,58.7903,0.92147,0.76683,1.05804,0.93779,1,0.98556,0.59133,1.44142,0.85754,1.48617,0.0011189,0.0011189,0.0011189
91,59.4234,0.97938,0.81262,1.07914,0.98006,1,0.995,0.64429,1.30158,0.83247,1.41177,0.001109,0.001109,0.001109
92,60.085,0.83892,0.82819,1.10915,1,0.98796,0.995,0.69386,1.20225,0.79364,1.36873,0.0010991,0.0010991,0.0010991
93,60.7234,0.97336,0.80007,1.11349,1,0.98796,0.995,0.69386,1.20225,0.79364,1.36873,0.0010892,0.0010892,0.0010892
94,61.3759,0.99601,0.82266,1.08463,0.93771,1,0.98889,0.62611,1.33235,0.86034,1.47535,0.0010793,0.0010793,0.0010793
95,62.0123,0.94597,0.8139,1.07078,0.93339,0.94118,0.94158,0.57442,1.50614,0.98315,1.55328,0.0010694,0.0010694,0.0010694
96,62.6531,0.9272,0.77169,1.12946,0.88458,0.94118,0.92082,0.54847,1.55767,1.03043,1.56561,0.0010595,0.0010595,0.0010595
97,63.2807,0.98197,0.86557,1.10088,0.88458,0.94118,0.92082,0.54847,1.55767,1.03043,1.56561,0.0010496,0.0010496,0.0010496
98,63.9168,0.99972,0.81403,1.13313,1,0.9288,0.94511,0.58903,1.43537,0.91924,1.49101,0.0010397,0.0010397,0.0010397
99,64.5616,0.79103,0.74513,1.0598,0.99163,0.94118,0.94545,0.618,1.3254,0.8053,1.43725,0.0010298,0.0010298,0.0010298
100,65.2008,0.92284,0.70432,1.11569,0.99231,0.94118,0.95488,0.62088,1.37444,0.7605,1.45583,0.0010199,0.0010199,0.0010199
101,65.8257,1.05734,0.83925,1.12236,0.99231,0.94118,0.95488,0.62088,1.37444,0.7605,1.45583,0.00101,0.00101,0.00101
102,66.462,1.00097,0.81084,1.19605,0.94103,0.93881,0.93146,0.57972,1.48574,0.84891,1.518,0.0010001,0.0010001,0.0010001
103,67.0952,0.9234,0.74174,1.06746,0.88437,0.94118,0.92378,0.56632,1.5509,0.91774,1.5815,0.0009902,0.0009902,0.0009902
104,67.7388,0.99186,0.80924,1.14901,0.92118,0.94118,0.94512,0.57824,1.44896,0.83617,1.49541,0.0009803,0.0009803,0.0009803
105,68.3637,0.93341,0.75078,1.05913,0.92118,0.94118,0.94512,0.57824,1.44896,0.83617,1.49541,0.0009704,0.0009704,0.0009704
106,68.9972,0.98628,0.88069,1.12028,1,0.99793,0.995,0.58364,1.37111,0.77283,1.48066,0.0009605,0.0009605,0.0009605
107,69.6423,0.86431,0.71323,1.04763,0.99531,1,0.995,0.63998,1.34553,0.69142,1.48643,0.0009506,0.0009506,0.0009506
108,70.2905,0.96922,0.81309,1.1615,0.99418,1,0.995,0.61994,1.39152,0.69208,1.5241,0.0009407,0.0009407,0.0009407
109,70.9136,0.96904,0.79508,1.18034,0.99418,1,0.995,0.61994,1.39152,0.69208,1.5241,0.0009308,0.0009308,0.0009308
110,71.5604,0.97392,0.78276,1.12873,0.99449,1,0.995,0.60977,1.41198,0.69444,1.54716,0.0009209,0.0009209,0.0009209
111,72.1989,0.9743,0.79026,1.19741,0.99752,1,0.995,0.61805,1.31781,0.68189,1.51162,0.000911,0.000911,0.000911
112,72.8491,0.96151,0.77527,1.10854,0.99052,1,0.995,0.63023,1.29819,0.68817,1.51476,0.0009011,0.0009011,0.0009011
113,73.4841,0.91538,0.7754,1.10072,0.99052,1,0.995,0.63023,1.29819,0.68817,1.51476,0.0008912,0.0008912,0.0008912
114,74.1384,0.80599,0.71843,1.03145,0.99232,1,0.995,0.63105,1.31637,0.73133,1.53034,0.0008813,0.0008813,0.0008813
115,74.7901,0.94778,0.8461,1.1354,0.99321,1,0.995,0.63546,1.34911,0.77819,1.57489,0.0008714,0.0008714,0.0008714
116,75.4441,0.90575,0.78365,1.11618,0.98849,1,0.995,0.65584,1.30756,0.80359,1.54053,0.0008615,0.0008615,0.0008615
117,76.0751,0.83951,0.73481,1.10287,0.98849,1,0.995,0.65584,1.30756,0.80359,1.54053,0.0008516,0.0008516,0.0008516
118,76.7155,0.99043,0.83488,1.07306,0.99011,1,0.995,0.66946,1.23466,0.78054,1.46414,0.0008417,0.0008417,0.0008417
119,77.3592,0.92742,0.70964,1.09094,0.99269,1,0.995,0.67027,1.24198,0.77012,1.43026,0.0008318,0.0008318,0.0008318
120,78.0022,0.88545,0.71031,1.03457,0.99516,1,0.995,0.65828,1.33083,0.73346,1.46972,0.0008219,0.0008219,0.0008219
121,78.6246,0.8379,0.69044,1.03009,0.99516,1,0.995,0.65828,1.33083,0.73346,1.46972,0.000812,0.000812,0.000812
122,79.2624,0.93861,0.78513,1.09835,0.99277,1,0.995,0.65225,1.37841,0.68072,1.49579,0.0008021,0.0008021,0.0008021
123,79.9002,0.83869,0.7025,1.08218,0.99581,1,0.995,0.66284,1.38487,0.64907,1.49119,0.0007922,0.0007922,0.0007922
124,80.5351,0.92895,0.78039,1.12125,0.99612,1,0.995,0.6502,1.36518,0.64399,1.50999,0.0007823,0.0007823,0.0007823
125,81.1618,0.94112,0.7798,1.14037,0.99612,1,0.995,0.6502,1.36518,0.64399,1.50999,0.0007724,0.0007724,0.0007724
126,81.8082,0.84526,0.68522,1.06039,0.99616,1,0.995,0.62681,1.40163,0.65124,1.56535,0.0007625,0.0007625,0.0007625
127,82.4458,0.89462,0.70205,1.10084,0.9962,1,0.995,0.58276,1.4833,0.67416,1.63655,0.0007526,0.0007526,0.0007526
128,83.0869,0.85481,0.70162,1.08846,0.99597,1,0.995,0.56297,1.53524,0.66952,1.70382,0.0007427,0.0007427,0.0007427
129,83.715,0.88013,0.68654,1.08398,0.99597,1,0.995,0.56297,1.53524,0.66952,1.70382,0.0007328,0.0007328,0.0007328
130,84.365,0.91068,0.69996,1.10853,0.99627,1,0.995,0.59464,1.45548,0.65085,1.65474,0.0007229,0.0007229,0.0007229
131,85.0067,0.80362,0.68231,1.06662,0.99648,1,0.995,0.63743,1.33622,0.63449,1.57441,0.000713,0.000713,0.000713
132,85.6473,0.8271,0.6721,1.0469,0.9965,1,0.995,0.62096,1.3254,0.62358,1.54635,0.0007031,0.0007031,0.0007031
133,86.2723,0.94721,0.7166,1.1656,0.9965,1,0.995,0.62096,1.3254,0.62358,1.54635,0.0006932,0.0006932,0.0006932
134,86.9236,0.82949,0.65475,1.01846,0.9964,1,0.995,0.64005,1.31826,0.60435,1.50639,0.0006833,0.0006833,0.0006833
135,87.5617,0.85171,0.66697,1.04021,0.99625,1,0.995,0.63374,1.34231,0.59768,1.50524,0.0006734,0.0006734,0.0006734
136,88.207,0.85276,0.65651,1.04002,0.99635,1,0.995,0.60606,1.42757,0.62022,1.53052,0.0006635,0.0006635,0.0006635
137,88.8278,0.83945,0.61375,1.01592,0.99635,1,0.995,0.60606,1.42757,0.62022,1.53052,0.0006536,0.0006536,0.0006536
138,89.4629,0.91689,0.71377,1.16075,1,0.99959,0.995,0.61645,1.3871,0.63278,1.50224,0.0006437,0.0006437,0.0006437
139,90.1024,0.77506,0.60624,1.01917,0.99654,1,0.995,0.64476,1.30671,0.62878,1.43277,0.0006338,0.0006338,0.0006338
140,90.7664,0.84224,0.65849,1.03376,0.99621,1,0.995,0.66341,1.25379,0.59111,1.38648,0.0006239,0.0006239,0.0006239
141,91.3921,0.90796,0.69372,1.05667,0.99621,1,0.995,0.66341,1.25379,0.59111,1.38648,0.000614,0.000614,0.000614
142,92.0375,0.80566,0.65033,1.04766,0.9962,1,0.995,0.68124,1.24697,0.56931,1.37604,0.0006041,0.0006041,0.0006041
143,92.6723,0.85809,0.65946,1.05327,0.9963,1,0.995,0.6538,1.28055,0.58852,1.3995,0.0005942,0.0005942,0.0005942
144,93.3118,0.88485,0.66021,1.06578,0.99641,1,0.995,0.62448,1.30832,0.60073,1.42108,0.0005843,0.0005843,0.0005843
145,93.9431,0.79711,0.62899,1.02384,0.99641,1,0.995,0.62448,1.30832,0.60073,1.42108,0.0005744,0.0005744,0.0005744
146,94.5958,0.78487,0.60831,1.04883,0.99621,1,0.995,0.62898,1.30342,0.58636,1.41291,0.0005645,0.0005645,0.0005645
147,95.2288,0.79763,0.66934,1.07859,0.99625,1,0.995,0.66579,1.25157,0.57963,1.38453,0.0005546,0.0005546,0.0005546
148,95.8668,0.79224,0.65846,0.9901,0.99628,1,0.995,0.67942,1.24844,0.57768,1.39636,0.0005447,0.0005447,0.0005447
149,96.4909,0.76606,0.61596,1.00834,0.99628,1,0.995,0.67942,1.24844,0.57768,1.39636,0.0005348,0.0005348,0.0005348
150,97.1267,0.78354,0.60723,1.01086,0.9947,1,0.995,0.66176,1.2881,0.60087,1.44247,0.0005249,0.0005249,0.0005249
151,97.7644,0.81963,0.64548,1.08484,0.99738,1,0.995,0.63538,1.36716,0.63153,1.51916,0.000515,0.000515,0.000515
152,98.4078,0.82259,0.66277,1.11323,0.99735,1,0.995,0.61952,1.43512,0.66307,1.54595,0.0005051,0.0005051,0.0005051
153,99.0327,0.82008,0.7064,1.12768,0.99735,1,0.995,0.61952,1.43512,0.66307,1.54595,0.0004952,0.0004952,0.0004952
154,99.6789,0.84882,0.68165,1.1049,0.99598,1,0.995,0.62857,1.42289,0.65662,1.49802,0.0004853,0.0004853,0.0004853
155,100.322,0.83261,0.63175,1.05375,0.99639,1,0.995,0.63516,1.3873,0.63356,1.44548,0.0004754,0.0004754,0.0004754
156,100.957,0.78284,0.6472,1.05747,0.99701,1,0.995,0.64874,1.3475,0.62239,1.39912,0.0004655,0.0004655,0.0004655
157,101.586,0.72791,0.60942,1.01588,0.99701,1,0.995,0.64874,1.3475,0.62239,1.39912,0.0004556,0.0004556,0.0004556
158,102.229,0.80025,0.60211,1.02003,0.99824,1,0.995,0.64615,1.30188,0.60892,1.36413,0.0004457,0.0004457,0.0004457
159,102.871,0.71446,0.57118,0.99027,1,0.99842,0.995,0.64053,1.32933,0.592,1.43368,0.0004358,0.0004358,0.0004358
160,103.51,0.87462,0.62473,1.02297,0.99642,1,0.995,0.6085,1.35576,0.56388,1.49868,0.0004259,0.0004259,0.0004259
161,104.128,0.80472,0.60391,1.06314,0.99642,1,0.995,0.6085,1.35576,0.56388,1.49868,0.000416,0.000416,0.000416
162,104.762,0.73558,0.6071,0.98241,0.99606,1,0.995,0.60317,1.37614,0.57123,1.52556,0.0004061,0.0004061,0.0004061
163,105.395,0.8382,0.65056,1.12531,0.99651,1,0.995,0.60366,1.35609,0.57245,1.50539,0.0003962,0.0003962,0.0003962
164,106.035,0.76716,0.61707,1.0323,0.99663,1,0.995,0.61961,1.29448,0.55941,1.45902,0.0003863,0.0003863,0.0003863
165,106.655,0.76026,0.67017,1.08141,0.99663,1,0.995,0.61961,1.29448,0.55941,1.45902,0.0003764,0.0003764,0.0003764
166,107.291,0.81244,0.62206,1.06937,0.99651,1,0.995,0.65533,1.22738,0.54204,1.40206,0.0003665,0.0003665,0.0003665
167,107.929,0.75948,0.58412,0.99574,0.99638,1,0.995,0.67306,1.20948,0.53273,1.36956,0.0003566,0.0003566,0.0003566
168,108.57,0.76581,0.62645,1.00972,0.99634,1,0.995,0.69313,1.20908,0.53196,1.36983,0.0003467,0.0003467,0.0003467
169,109.19,0.75244,0.61636,1.02175,0.99634,1,0.995,0.69313,1.20908,0.53196,1.36983,0.0003368,0.0003368,0.0003368
170,109.828,0.77349,0.61396,1.04079,0.99618,1,0.995,0.67997,1.24143,0.54272,1.40211,0.0003269,0.0003269,0.0003269
171,110.466,0.79128,0.60511,1.06684,0.99577,1,0.995,0.66486,1.26224,0.54484,1.41792,0.000317,0.000317,0.000317
172,111.11,0.75574,0.57935,1.00973,0.99572,1,0.995,0.66265,1.30242,0.54341,1.45589,0.0003071,0.0003071,0.0003071
173,111.733,0.77129,0.61236,1.03528,0.99572,1,0.995,0.66265,1.30242,0.54341,1.45589,0.0002972,0.0002972,0.0002972
174,112.374,0.79147,0.62633,1.02235,0.99579,1,0.995,0.64386,1.30751,0.52829,1.45906,0.0002873,0.0002873,0.0002873
175,113.024,0.71083,0.53686,0.98827,0.99573,1,0.995,0.64142,1.30607,0.51726,1.46418,0.0002774,0.0002774,0.0002774
176,113.663,0.8219,0.63594,1.07922,0.99579,1,0.995,0.63908,1.3091,0.51882,1.46981,0.0002675,0.0002675,0.0002675
177,114.283,0.74929,0.56827,1.02136,0.99579,1,0.995,0.63908,1.3091,0.51882,1.46981,0.0002576,0.0002576,0.0002576
178,114.92,0.76639,0.59138,1.01597,0.99593,1,0.995,0.64108,1.30905,0.52366,1.46454,0.0002477,0.0002477,0.0002477
179,115.551,0.72494,0.60428,1.03102,0.99606,1,0.995,0.64119,1.31868,0.52023,1.46338,0.0002378,0.0002378,0.0002378
180,116.209,0.67478,0.53887,0.99255,0.99626,1,0.995,0.64039,1.33141,0.5218,1.46849,0.0002279,0.0002279,0.0002279
181,116.85,0.7161,0.52922,0.99755,0.99626,1,0.995,0.64039,1.33141,0.5218,1.46849,0.000218,0.000218,0.000218
182,117.465,0.85697,0.68968,1.11502,0.99646,1,0.995,0.6466,1.32976,0.51989,1.46616,0.0002081,0.0002081,0.0002081
183,118.081,0.7196,0.60496,1.01246,0.99663,1,0.995,0.63495,1.32797,0.52393,1.47243,0.0001982,0.0001982,0.0001982
184,118.69,0.69352,0.56715,0.98136,0.99682,1,0.995,0.6284,1.32582,0.52023,1.47481,0.0001883,0.0001883,0.0001883
185,119.28,0.708,0.55653,1.06814,0.99682,1,0.995,0.6284,1.32582,0.52023,1.47481,0.0001784,0.0001784,0.0001784
186,119.906,0.68987,0.51859,0.96789,0.99696,1,0.995,0.62971,1.31459,0.51164,1.46648,0.0001685,0.0001685,0.0001685
187,120.523,0.77727,0.65129,1.0377,0.9969,1,0.995,0.62594,1.30421,0.50702,1.45772,0.0001586,0.0001586,0.0001586
188,121.129,0.70837,0.55866,1.00363,0.99683,1,0.995,0.64278,1.2928,0.49926,1.44859,0.0001487,0.0001487,0.0001487
189,121.726,0.6504,0.5183,0.99121,0.99683,1,0.995,0.64278,1.2928,0.49926,1.44859,0.0001388,0.0001388,0.0001388
190,122.334,0.72197,0.55956,0.99008,0.99679,1,0.995,0.64377,1.28793,0.49163,1.43978,0.0001289,0.0001289,0.0001289
191,123.749,0.55731,0.45827,0.87508,0.99684,1,0.995,0.63959,1.29335,0.49154,1.44096,0.000119,0.000119,0.000119
