epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,10509.6,0.8464,0.44965,1.04008,0.95763,0.96722,0.97566,0.72924,1.01306,0.4157,1.1103,0.0010405,0.0010405,0.0010405
183,10566.1,0.855,0.45595,1.04704,0.95763,0.96723,0.97564,0.7292,1.01277,0.41575,1.11038,0.000991,0.000991,0.000991
184,10622.7,0.85085,0.45227,1.04454,0.95763,0.96711,0.9756,0.72924,1.01278,0.41527,1.11045,0.0009415,0.0009415,0.0009415
185,10679.3,0.85637,0.45526,1.04372,0.95763,0.96714,0.97554,0.7292,1.01239,0.41529,1.11036,0.000892,0.000892,0.000892
186,10735.9,0.85243,0.45385,1.04983,0.95716,0.96718,0.97551,0.72905,1.01253,0.41513,1.11059,0.0008425,0.0008425,0.0008425
187,10792.5,0.83422,0.4441,1.04038,0.95716,0.96722,0.97553,0.72923,1.01224,0.41501,1.11055,0.000793,0.000793,0.000793
188,10849,0.84176,0.45231,1.04358,0.95715,0.96684,0.9754,0.72922,1.01203,0.41502,1.11051,0.0007435,0.0007435,0.0007435
189,10905.7,0.84043,0.44949,1.04318,0.95715,0.96695,0.97537,0.72965,1.01164,0.41476,1.11037,0.000694,0.000694,0.000694
190,10962.4,0.83006,0.44331,1.03848,0.95715,0.96695,0.97544,0.72976,1.01161,0.41464,1.11021,0.0006445,0.0006445,0.0006445
191,11020.2,0.79208,0.35591,0.9907,0.95715,0.96697,0.9754,0.72953,1.0111,0.41446,1.1101,0.000595,0.000595,0.000595
192,11076.5,0.78118,0.34971,0.98455,0.95715,0.96697,0.97542,0.7298,1.01093,0.41421,1.11016,0.0005455,0.0005455,0.0005455
193,11132.8,0.77354,0.34566,0.9801,0.95673,0.96804,0.97547,0.73032,1.01084,0.41412,1.11008,0.000496,0.000496,0.000496
194,11189.1,0.77183,0.34371,0.98353,0.95673,0.96804,0.97546,0.72984,1.01041,0.41356,1.11001,0.0004465,0.0004465,0.0004465
195,11245.3,0.76917,0.34156,0.98226,0.95673,0.96804,0.97542,0.72951,1.0104,0.41365,1.11008,0.000397,0.000397,0.000397
196,11301.7,0.76567,0.33936,0.97829,0.95722,0.96857,0.97559,0.72978,1.00988,0.41355,1.11008,0.0003475,0.0003475,0.0003475
197,11358.1,0.7614,0.34166,0.97343,0.95722,0.96857,0.97559,0.73009,1.00986,0.41352,1.11021,0.000298,0.000298,0.000298
198,11414.3,0.76089,0.33829,0.97329,0.95722,0.96853,0.97563,0.72995,1.0097,0.41322,1.11027,0.0002485,0.0002485,0.0002485
199,11470.6,0.75366,0.33473,0.97202,0.95722,0.96853,0.97566,0.72985,1.00916,0.4136,1.10989,0.000199,0.000199,0.000199
200,11526.9,0.75392,0.33385,0.97156,0.95723,0.96884,0.97566,0.73029,1.00909,0.41347,1.11016,0.0001495,0.0001495,0.0001495
